Brand,Polish Name,Pinterest,Description,Type,Swatch Wheel,Swatch Color,Swatch Num,Coats,Tried,Gift,Notes
A England,Polovetsian Dances,,Dark Purple Holo,Holo,Purple 348,Purple,348,2,,,
Anchor & Heart,Go Big or Stay Home,,Plum Holo with Shimmery Flash,Shimmer,Purple 320,Purple,320,2,,,
Anchor & Heart,Recognize Happiness,,Purple Crelly with Holo Glitters,Crelly,Purple 326,Purple,326,2,,,
Anchor & Heart,Stronger Than You Think,,Silver Holo with Glitter,Holo,Grey 25,Grey,25,2,,,
Anchor & Heart,Sunken Treasure #455,,Lavender Crelly with Gold Flakies,Flakie,Purple 324,Purple,324,2,,,
Anchor & Heart,Winter Blues,,Blue Shimmer with Silver Shards,Shimmer,Blue 23,Blue,23,2,,,
Anonymous Lacquer,The Wonder City,,Blue-Teal Glitter Flakie,Flakie,Teal 51,Teal,51,2,,,
Anonymous Lacquer,VIP'N,,Green Teal Holo with Glitters,Holo,Teal 49,Teal,49,2,,,
Barielle,Falling Star,,Blue Creme with Copper Tiny Glitters,Shimmer,Blue 71,Blue,71,2,Yes,Y,
Baroness X,Amatista,,Pink Purple Shimmer,Shimmer,Glitter 113,Glitter,113,1,,,
Baroness X,Apatito,,Blue Shimmer,Shimmer,Glitter 143,Glitter,143,1,,,
Baroness X,Bifrost,,Light Blue Holo,Holo,Blue 248,Blue,248,2,,,
Baroness X,Bodhi Tree,,Purple with Blue Shimmer and Flakies,Shimmer,Purple 195,Purple,195,3,,,
Baroness X,Citrino,,Gold Green Shimmer,Shimmer,Glitter 148,Glitter,148,1,,,
Baroness X,Diamante,,Silvery Purpley Teal Shimmer,Shimmer,Glitter 117,Glitter,117,1,,,
Baroness X,Dioscouri,,Blue to Purple Multichrome Shimmer,Shimmer,Glitter 67,Glitter,67,1,,,
Baroness X,Doomfire,,Violet Jelly with Mutlichrome Shimmer,Shimmer,Glitter 79,Glitter,79,1,,,
Baroness X,Doomjelly,,Dark Purple Jelly,Jelly,Purple 197,Purple,197,3,,,
Baroness X,Esmeralda,,Green Teal Shimmer,Shimmer,Glitter 131,Glitter,131,1,,,
Baroness X,Fox Fires,,White Iridescent Glitter,Glitter,Glitter 150,Glitter,150,1,,,
Baroness X,Head Over Heels,,Pinky Red Shimmer,Shimmer,Pink 35,Pink,35,2,,,
Baroness X,Minthe,,White with Green Flash,Shimmer,White 2,White,2,2,,,
Baroness X,Niseag,,Blue to Green Multichrome Shimmer,Shimmer,Teal 65,Teal,65,3,,,
Baroness X,Oracle I,,Purple to Green Multichrome Glitter,Glitter,Glitter 112,Glitter,112,1,,,
Baroness X,Penumbra Prototype OOAK,,Blue Holo  ,Holo,Blue 121,Blue,121,2,,,
Baroness X,Persephone,,Blue Holo,Holo,Blue 152,Blue,152,2,,,
Baroness X,Quixotica,,Green Jelly with Multichrome Flakes,Flakie,Green 55,Green,55,3,,,
Baroness X,Rainbow Serpent,,Green Shifty Shimmer,Shimmer,Green 79,Green,79,2,,,
Baroness X,Rubi ,,Pinky Red Shimmer,Shimmer,Glitter 149,Glitter,149,1,,,
Baroness X,Sakura Skies,,Sky Blue Holo with Pink Shimmer,Holo,Blue 190,Blue,190,2,,,
Baroness X,Sierra de Plata,,Pink Suede,Suede,Pink 96,Pink,96,2,,,
Baroness X,Sir Cockicorn,,Red to Green Multichrome Shimmer,Shimmer,Glitter 74,Glitter,74,1,,,
Baroness X,Sunset Blvd.,,Neon Glitters,Glitter,Glitter 107,Glitter,107,1,,,
Baroness X,The Road to Awe,,Blurple Shimmer,Shimmer,Purple 288,Purple,288,2,,,
Baroness X,Topacio,,Copper Shimmer,Shimmer,Glitter 133,Glitter,133,1,,,
Baroness X,Tragedy of a Faerie,,Charcoal Grey Holo,Holo,Grey 23,Grey,23,2,,,
Baroness X,Vulcan,,Blue Jelly with Multichrome Shimmer,Shimmer,Blue 129,Blue,129,3,,,
Baroness X,Vulcan Blood,,Dark Blue Jelly,Jelly,Blue 131,Blue,131,3,,,
Baroness X,Yea I Memba,,Blueberry Holo,Holo,Blue 174,Blue,174,2,,,
Baroness X,Zafiro,,Blurple Shimmer,Shimmer,Glitter 128,Glitter,128,1,,,
Bear Pawlish,A Living Heart,,Blurple Holo,Holo,Purple 56,Purple,56,2,Yes,Yes! (Deb),
Black Cat Lacquer,I Want You to Want Me,,Purple Holo  ,Holo,Purple 77,Purple,77,2,,,
BLN,Triforce,,Gold Jelly with Gold Microglitter,Jelly,Yellow 14,Yellow,14,3,,,
Blush Lacquers,Amethyst Amulet,,Blackened Purple to Green Multichrome Shimmer,Shimmer,Green 73,Green,73,2,,,
Blush Lacquers,Brooklyn,,Blue with Pink Shimmer,Shimmer,Blue 184,Blue,184,2,,,
Blush Lacquers,Fall-ing for You,,Red Holo,Holo,Red 78,Red,78,2,,,
Blush Lacquers,Twilight Maiden,,Purple to Green Multichrome Shimmer,Multichrome,Purple 330,Purple,330,2,,,
Bohemian Polish,Dark Arts & Crafts,,Dark Purple with Shimmers,Shimmer,Purple 3,Purple,3,3,,,
Bohemian Polish,Dum Spiero Spiero,,Super Dark Holo,Holo,Purple 5,Purple,5,2,,,
Bohemian Polish,Mermaid Parade,,Blue with Gold Shimmer,Shimmer,Blue 219,Blue,219,2,,,
Bohemian Polish,Merry Christmoose,,Berry Pink Holo,Holo,Pink 86,Pink,86,2,,,
Bohemian Polish,Nevermore,,Blackened Red Shimmer,Shimmer,Red 100,Red,100,2,,,
Bohemian Polish,Paved With Diamonds,,Gunmetal Holo,Holo,Black 21,Black,21,2,,,
Bohemian Polish,Pinball Wizard,,Purple Crelly with Glitter ,Crelly,Purple 243,Purple,243,2,,,
Bohemian Polish,Play Like a Raven,,Purple Jelly with Gold Shimmer,Shimmer,Purple 307,Purple,307,2,,,
Catrice,Berry Potter and Plumbledore,,Plum with Blue Shimmer Flash,Shimmer,Purple 143,Purple,143,2,,,
Catrice,Harlem's Holo Shake,,Lavender Holo with a Blue Flash,Holo,Purple 123,Purple,123,2,,Y,
Catrice,Holo My Hand,,Light Blue Holo with Pink/Purple Flash,Holo,Blue 30,Blue,30,2,,Y,
CDB Lacquer,Cosmic Escape,,Dark Purple Jelly with Microglitter,Crelly,Purple 198,Purple,198,2,,,
CDB Lacquer,Siren,,Blackened Teal Shimmer,Shimmer,Teal 36,Teal,36,2,,,
Chanel,Taboo,,Reddish Purple with Shimmers,Shimmer,Purple 159,Purple,159,3,Yes,,AHHHH JENNE IS AMAZING. Also GORGEOUS AS FUCK
Chaos and Crocodiles,Dragon Stories,,Dark Purple Jelly with Multichrome Flakes and Holo,Holo,Purple 10,Purple,10,2,,,
Chaos and Crocodiles,LH04,,Dark Purple Holo,Holo,Purple 19,Purple,19,2,,Y,DEB IS AWESOMESAUCEBALLS
Chaos and Crocodiles,LH06,,Lavender Holographic,Holo,Purple 188,Purple,188,2,,,
Chaos and Crocodiles,Reflections,,Blue Jelly with Holo Microglitter,Jelly,Blue 181,Blue,181,2,Yes,,
Chaos and Crocodiles,Shadows,,Purple Jelly with Holo Microglitter,Jelly,Purple 62,Purple,62,2,Yes,,
Chaos and Crocodiles,Soliloquy,,Purple Jelly with Glitter,Jelly,Purple 88,Purple,88,2,Yes,,
China Glaze,Blue Bells Ring,,Blue Shimmer,Opaque,Blue 13,Blue,13,2,Yes,,Practically a 1 coater. Best. Blue. EVAR.
China Glaze,Can You Sea Me?,,Blue and Silver Glitters,Glitter,Glitter 26,Glitter,26,1,,,
China Glaze,Choo-Choo Choose You,,Purplish Brown Shimmer,Shimmer,Purple 80,Purple,80,3,,,
China Glaze,Define Good....,,Smoooooth Red Creme,Creme,Red 19,Red,19,2,Yes,,One coater. I put 2 coats on because I never do just one. But ONE coater.
China Glaze,Fairy Dust,,White Sparkle Glitter,Glitter,Glitter 8,Glitter,8,1,Yes,,
China Glaze,Give Me The Green Light!,,Blue and Green Micro Glitter,Jelly,Teal 18,Teal,18,2,,,
China Glaze,Let's Dew It,,Blue Glitter,Glitter,Glitter 165,Glitter,165,1,,,
China Glaze,One Track Mind,,Dark Blue Creme,Creme,Blue 154,Blue,154,2,,,
China Glaze,Pick Me Up Purple,,Purple Glitter,Glitter,Glitter 161,Glitter,161,1,,,
China Glaze,Side-Saddle,,Plum Shimmer,Shimmer,Purple 231,Purple,231,2,,,
China Glaze,Up All Night,,Deep Blue Creme,Creme,Blue 195,Blue,195,2,,,
China Glaze,You're Too Sweet,,Pink Glitter,Glitter,Glitter 162,Glitter,162,1,,,
Christian Louboutin,Lady Page,,Vampy Plum Creme,Creme,Purple 52,Purple,52,2,Yes,Y,ASH AND JENNE ARE ANGELS
Christian Louboutin,Loubichrome I,,Yellow Metallic,Metallic,Yellow 20,Yellow,20,2,,,
Christian Louboutin,Loubichrome II ,,Red to Coral Metallic,Metallic,Red 86,Red,86,2,,,
Christian Louboutin,Loubichrome III,,Fuchsia Metallic,Metallic,Pink 88,Pink,88,2,,,
Christian Louboutin,Lova,,Perfect Purple Creme,Creme,Purple 53,Purple,53,2,Yes,Y,ASH AND JENNE ARE ANGELS
Christian Louboutin,Rouge Louboutin,,Red Creme,Creme,Red 1,Red,1,2,,Y,Becki is EPIC
Christian Louboutin,Scarabee I,,Pink to Gold Duochrome,Duochrome,Pink 44,Pink,44,3,,,
Christian Louboutin,Scarabee II,,Blue to Purple Duochrome,Duochrome,Blue 47,Blue,47,3,,,
Christian Louboutin,Scarabee III,,Orangey Gold Duochrome,Duochrome,Yellow 16,Yellow,16,3,,,
Christian Louboutin,Wherever,,Navy Blue Creme,Creme,Blue 162,Blue,162,2,,,
Cirque,Coronation,,Purple Jelly with Red Shimmer,Shimmer,Purple 7,Purple,7,3,,"Yes, Berb",Says Sample on the label
Color4Nails + Celestial,Amethyst,,Dark Purple Stamping Polish,Creme,Purple 276,Purple,276,2,,,
Colores de Carol,Beso,,Red Holo,Holo,Red 118,Red,118,2,,,
Colors By Llarowe,Love You to the Moon,,Pale Blue Holo,Holo,Blue 188,Blue,188,2,,,
Contrary Polish,18th & Vine,,Blurple with Shimmer,Shimmer,Purple 292,Purple,292,2,,,
Contrary Polish,Dahlia,,Berry Shimmer,Matte,Red 103,Red,103,3,,,
Contrary Polish,Dewy,,Holo Topper,Glitter,Glitter 168,Glitter,168,1,,,
Contrary Polish,Dragonfly,,Dark Blue Shimmer Matte,Matte,Blue 222,Blue,222,3,,,
Contrary Polish,Hummingbird,,Plum Purple Shimmer Matte,Matte,Purple 308,Purple,308,2,,,
Contrary Polish,Illimitable Dominion,,Dark Red Shimmer,Shimmer,Red 113,Red,113,2,,,
Contrary Polish,Sunset Gates,,Dark Purple with Pink Shimmer,Shimmer,Purple 306,Purple,306,2,,,
Contrary Polish,The Mellower Season,,Plum with Copper Shimmer,Shimmer,Purple 76,Purple,76,3,,,
Contrary Polish,Yearning to Breathe Free,,Denim Holo,Holo,Blue 210,Blue,210,2,,,
Crows Toes,A Volume of Space,,Blue Duochrome with Glitters,Duochrome,Blue 48,Blue,48,2,,,
Crows Toes,Abracadabra,,Silver Rainbow Glitter with Purple Flash,Dense Glitter,Glitter 42,Glitter,42,2,,,
Crows Toes,An Edgy Ocean Dream,,Light Blue Holo,Holo,Blue 229,Blue,229,2,,,
Crows Toes,Betelgeuse,,Purple to Green Multichrome Flakie,Flakie,Purple 206,Purple,206,2,,,
Crows Toes,Beyond Your Fears,,Orange Holo with Green Microglitters,Holo,Orange 9,Orange,9,2,,,
Crows Toes,Boat Drinks,,Green Shimmer and Lavender Dots,Glitter,Glitter 126,Glitter,126,1,,,
Crows Toes,Candied Brains Anyone?,,Purple and Orange and Blue Glitter,Glitter,Glitter 58,Glitter,58,1,,,
Crows Toes,Cheshire,,Purple and Gold Glitter,Glitter,Glitter 75,Glitter,75,1,,,
Crows Toes,Chess!.....You Dog!,,Various Blue Glitters,Glitter,Glitter 129,Glitter,129,1,,,
Crows Toes,Darkhearted,,Blackened Purple Holo,Holo,Purple 63,Purple,63,2,,,
Crows Toes,Dragon in Drag,,Green and Purple Glitter,Glitter,Glitter 130,Glitter,130,1,,,
Crows Toes,DRT,,Purple with Copper Flakes,Flakie,Purple 59,Purple,59,2,,,
Crows Toes,Edgy Red,,Pinky Red Holo,Holo,Red 61,Red,61,2,,,
Crows Toes,"Finnnally, It's Hoodie Time!",,Blue Crelly with Copper Glitter,Crelly,Blue 147,Blue,147,3,,,
Crows Toes,Frogs' Breath,,Green and Gold Glitter,Glitter,Glitter 134,Glitter,134,1,,,
Crows Toes,Hellhound,,Reddish Duochrome Shimmer,Shimmer,Red 39,Red,39,2,,,
Crows Toes,Her Goose Got Cooked,,Orange and Yellow Glitter,Glitter,Glitter 127,Glitter,127,1,,,
Crows Toes,Her Goose Got Iced,,Blue And Silver Glitters,Glitter,Glitter 40,Glitter,40,2,,,
Crows Toes,Hot Headed Red,,Red to Pink Duochrome Holo,Holo,Red 60,Red,60,2,,,
Crows Toes,Huginn & Muninn,,Purple to Green Duochrome,Duochrome,Purple 234,Purple,234,3,Yes,Y,Nubar Peacock Feathers dupe. Amazing.
Crows Toes,Indian Summer,,Purple to Pink Multichrome,Multichrome,Purple 190,Purple,190,3,,,
Crows Toes,Keep it Simple...Cupid,,Pink Holo,Holo,Pink 46,Pink,46,2,,,
Crows Toes,Mad as a March Hare,,Pearlescent Flakie Shimmer,Flakie,Glitter 103,Glitter,103,1,,,
Crows Toes,Muspelheim,,Purple with Copper Glitter,Shimmer,Purple 103,Purple,103,2,,,
Crows Toes,Prototype  ,,Teal Glitter,Glitter,Glitter 82,Glitter,82,1,,,
Crows Toes,Revise Your Demise,,Cornflower Blue Shimmer,Shimmer,Blue 69,Blue,69,2,,,
Crows Toes,Sleep With One Eye Open,,Black Holo with Copper and Gold Glitters,Holo,Black 11,Black,11,2,,,
Crows Toes,Soulless,,Blue Microglitter,Texture,Blue 62,Blue,62,2,,,
Crows Toes,The Hostile Witness,,Pure Purple with Light Shimmer,Shimmer,Purple 192,Purple,192,2,,,
Crows Toes,The Hostile Witness Bedazzled Topper,,Gold and Silver Glitter,Glitter,Glitter 95,Glitter,95,1,,,
Crows Toes,Wheeler's Bag of Gold,,Gold with Glitters,Glitter,Yellow 17,Yellow,17,2,,,
Crows Toes,Your Last Breath,,Light Blue Holo,Holo,Blue 140,Blue,140,3,,,
Cult Nails,Nevermore,,Black Wax Creme,Creme,Black 3,Black,3,2,,,
Cult Nails,Seduction,,Royal Blue Jelly with Flakies,Jelly,Glitter 61,Glitter,61,2,,,No label
Cult Nails,Time Traveller,,Deep Blue,Creme,Blue 40,Blue,40,1,,,
Cupcake Polish,Apple-y Ever After,,Red Holo,Holo,Red 102,Red,102,2,,,
Cupcake Polish,Be More Pacific,,Sea Blue Holo,Holo,Blue 214,Blue,214,2,,,
Cupcake Polish,Believe,,Purple Holo with Glitters,Holo,Purple 295,Purple,295,2,,,
Cupcake Polish,Berry Good Looking,,Super Berry Purple Holo,Holo,Purple 149,Purple,149,2,,,
Cupcake Polish,Blood Hound,,Wine Red Holo,Holo,Red 66,Red,66,2,,,
Cupcake Polish,Brooklyn Babe,,Pink Holo with Glitters,Holo,Pink 103,Pink,103,2,,,
Cupcake Polish,Delishiously Jaded,,Green Holo,Holo,Green 78,Green,78,2,,,
Cupcake Polish,Dream,,Sky Blue Holo with Microglitter,Holo,Blue 221,Blue,221,2,,,
Cupcake Polish,Jolly,,Purpley Pink Crelly with Holo Glitters,Holo,Purple 298,Purple,298,2,,,
Cupcake Polish,Lei Me Down,,Berry Purple Holo,Holo,Purple 313,Purple,313,2,,,
Cupcake Polish,Let Your Gourd Down,,Deep Blue Holo,Holo,Blue 217,Blue,217,2,,,
Cupcake Polish,Owl Always Love You,,Pale Blue Holo,Holo,Blue 215,Blue,215,2,,,
Cupcake Polish,Plum Perfect,,Plum Holo,Holo,Purple 314,Purple,314,2,,,
Cupcake Polish,Plumpy,,Bright Green Holo with Microglitter,Holo,Green 75,Green,75,2,,,
Cupcake Polish,Queen Frostine,,Blue Holo with Microglitters,Holo,Blue 216,Blue,216,2,,,
Cupcake Polish,Sea-duction,,Lavender Pink Holo,Holo,Pink 100,Pink,100,2,,,
Cupcake Polish,Some Berry to Love,,Pink Red Holo,Holo,Red 108,Red,108,2,,,
Cupcake Polish,Sprinkles,,Holo Microglitter,Glitter,Glitter 166,Glitter,166,1,,,
Cupcake Polish,Supersonique,,Purple Holo with Microglitter,Holo,Purple 214,Purple,214,2,,,
Cupcake Polish,The Tiki to My Heart,,Neon Pink Holo,Holo,Pink 101,Pink,101,2,,,
Cupcake Polish,Transformation,,Light Purple Holo,Holo,Purple 213,Purple,213,2,,,
Cupcake Polish,Water You Doing?,,Teal Holo,Holo,Teal 57,Teal,57,2,,,
Darling Diva Polish,Anna,,Blue and Holo Tiny Glitter,Glitter,Glitter 31,Glitter,31,1,,,
Darling Diva Polish,BEWBS!!,,Berry Purple Holo,Holo,Purple 38,Purple,38,2,,,
Darling Diva Polish,Big Rubber Masterbating Shoes,,Cobalt Blue Creme,Creme,Blue 85,Blue,85,2,Yes,,
Darling Diva Polish,Crown of Dicks ,,Dark Purple with Blue Shimmer,Shimmer,Purple 118,Purple,118,3,,,
Darling Diva Polish,Dawn of a New Day,,Pink Holo,Holo,Pink 73,Pink,73,2,,,
Darling Diva Polish,Diva At the Masquerade,,Purple with Multichrome Flakies,Flakie,Purple 6,Purple,6,2,,,
Darling Diva Polish,Franken,,Purple Holo,Holo,Purple 104,Purple,104,2,,Y,"Decant missing, because Deb was kind enough to share! <3"
Darling Diva Polish,Legend Tells of a Knight Named Sir Hunt,,Dark Green Holo,Holo,Green 48,Green,48,2,,,
Darling Diva Polish,May the Force be With You,,Multicolored Flakes,Flakie,Glitter 54,Glitter,54,1,,,
Darling Diva Polish,Mr. DDP Prototype,,Deep Purple Holo Shimmer,Holo,Purple 223,Purple,223,2,,,
Darling Diva Polish,Murica!,,Silver Holo with Red Flakies,Holo,Grey 44,Grey,44,2,,,
Darling Diva Polish,My M'Effen Lightsaber Is Purple,,Lavender Holo with Flakies,Holo,Purple 60,Purple,60,2,,,
Darling Diva Polish,Nightbird,,Dark Blue Holo,Holo,Blue 37,Blue,37,2,,,
Darling Diva Polish,Seriously Serious,,Purple and Green Glitter,Glitter,Purple 167,Purple,167,2,,,
Darling Diva Polish,Sexy Motherfucker,,Red Holo,Holo,Red 52,Red,52,2,,,
Darling Diva Polish,Stand Back,,Purple Holo,Holo,Purple 39,Purple,39,2,,,
Darling Diva Polish,Tears of Unfathomable Sadness... Yummy Yummy!!,,Multichrome Holo with Flakies,Holo,Purple 268,Purple,268,2,,,
Darling Diva Polish,The Alchemist,,Red Holo,Holo,Red 21,Red,21,2,,,
Darling Diva Polish,The Hook,,Silver Flakies,Flakie,Grey 36,Grey,36,2,,,
Darling Diva Polish,There's No Crying in Baseball,,Blue Holo with Gold Shimmer,Holo,Blue 111,Blue,111,2,,,
Darling Diva Polish,We're So Sorry,,Deep Puprpe Holo with flakies,Holo,Purple 224,Purple,224,2,,,
Darling Diva Polish,"What Up, Dawg",,Blue to Purple Multichrome Flakie,Multichrome,Blue 118,Blue,118,3,,,
Darling Diva Polish,Winter Isn't the Only Thing That's Coming,,Purple Holo with Multichrome Flakes,Flakie,Purple 227,Purple,227,2,,,
Darling Diva Polish,"Yes, It's a Fake Tree",,Green Holo,Holo,Green 37,Green,37,2,,,
Different Dimension,Afterglow,,Lavender Holo Shimmer,Holo,Purple 229,Purple,229,2,,,
Different Dimension,Aster Purple Dome,,Blurple with Gold Microglitter,Shimmer,Purple 102,Purple,102,2,,,
Different Dimension,b(EARTH)day,,Green Jelly with Glitter,Jelly,Green 59,Green,59,3,,,
Different Dimension,B(earth)day 2017,,Blue Holo,Holo,Blue 208,Blue,208,2,,,
Different Dimension,Blizzard,,White and Holo Glitter,Glitter,Glitter 109,Glitter,109,1,,,
Different Dimension,Butterfly Nebula,,Purple Crelly with Holo Shimmer,Shimmer,Purple 296,Purple,296,2,,,
Different Dimension,Celestial,,Purple to Green Multichrome with Holo Shimmer,Multichrome,Purple 294,Purple,294,2,,,
Different Dimension,Cosmic Ray,,Super Pink Holo with Microglitter,Holo,Pink 40,Pink,40,2,,,
Different Dimension,Counting Stars,,Holo Dot Star and Moon Glitter,Glitter,Glitter 167,Glitter,167,1,,,
Different Dimension,dreaMS,,Sky Blue Holo,Holo,Blue 206,Blue,206,2,,,
Different Dimension,Dueling Unicorns,,Grape Purple Holo,Holo,Purple 217,Purple,217,2,Yes,,
Different Dimension,Endeavor,,Red to Gold Multichrome with Shimmer,Shimmer,Red 22,Red,22,2,,,
Different Dimension,Equinox,,Red to purple Multichrome Holo,Multichrome,Red 112,Red,112,2,,,
Different Dimension,Fairy,,Lavender Holo,Holo,Purple 315,Purple,315,2,,,
Different Dimension,Fireball,,Red to Gold Multichrome,Multichrome,Red 107,Red,107,2,,,
Different Dimension,Hearts of Steel,,Pink and Gold Glitters,Glitter,Glitter 81,Glitter,81,1,,,
Different Dimension,Hubble,,Dark Blue with Shimmer,Shimmer,Blue 124,Blue,124,2,,,
Different Dimension,Imperium Sine Fine,,Green Holo,Holo,Green 53,Green,53,2,,,
Different Dimension,Jill,,Lavender holo,Holo,Purple 85,Purple,85,2,,,
Different Dimension,Lincoln Park Before Dark,,Berry Purple Holo,Holo,Purple 163,Purple,163,2,,,
Different Dimension,Magic Mirror,,Grey Holo with Multichrome Flakes,Flakie,Grey 34,Grey,34,2,,,
Different Dimension,Mercury,,Purple to Pink Multichrome with Shimmer,Shimmer,Purple 40,Purple,40,2,,,
Different Dimension,Mermaid Kisses,,Light Blue with Shimmer and Holo,Shimmer,Blue 141,Blue,141,2,,,
Different Dimension,Mic Drop,,Bright Pink with Gold Microglitter,Shimmer,Pink 39,Pink,39,2,,,
Different Dimension,Mother Gothel,,Red and Gold Glitter,Glitter,Glitter 92,Glitter,92,2,,,
Different Dimension,Naughty,,Red Holo,Holo,Red 76,Red,76,2,,,
Different Dimension,Nighttime Royalty,,Dark Blue Jelly with Holo Glitter,Jelly,Blue 82,Blue,82,3,,,
Different Dimension,Nirvana,,Purple Pink Red Multichrome,Multichrome,Red 106,Red,106,2,,,
Different Dimension,Pedal to the Metal,,"Copper, Silver and Gold Glitters",Glitter,Glitter 91,Glitter,91,1,,,
Different Dimension,Periwinkle Posies,,Baby Blue Holo,Holo,Blue 122,Blue,122,2,,,
Different Dimension,Pray,,Blurple Holo Glitterbomb,Texture,Purple 166,Purple,166,2,,,
Different Dimension,Quaser,,Lavender Pink Holo,Holo,Pink 58,Pink,58,2,,,
Different Dimension,Raindrops on Roses,,Purple Holo with Blue Shimmer,Shimmer,Purple 250,Purple,250,2,,,
Different Dimension,Rapturous,,Silver Holo with Pink Flash and Microglitter,Holo,Grey 67,Grey,67,2,,,
Different Dimension,Storms Don't Last Forever,,Plum Multichrome Shimmer,Shimmer,Purple 251,Purple,251,2,,,
Different Dimension,Supernatural,,Purple to Pink Multichrome with Holo Shimmer,Shimmer,Purple 309,Purple,309,3,,,
Different Dimension,The Eagle has Landed,,Purple with Shimmer and Holo,Shimmer,Purple 138,Purple,138,2,,,
Different Dimension,This is Halloween,,Purple Holo,Holo,Purple 41,Purple,41,2,,,
Different Dimension,Toyland,,Gold and Red Glitter,Glitter,Glitter 111,Glitter,111,1,,,
Different Dimension,Unnamed,,Gold Holo,Holo,Yellow 13,Yellow,13,2,,,
Different Dimension,Utopia,,Purple to Green Multichrome,Multichrome,Purple 303,Purple,303,2,,,
Different Dimension,Whatchu Talkin' 'Bout Willis,,Deep Burgundy Holo,Holo,Red 10,Red,10,2,,,
Different Dimension,Yeti Goes Stargazing,,Blue Holo with Flakies,Holo,Blue 38,Blue,38,2,,,
Digital Nails,Curie-ouser and Curiouser,http://www.pinterest.com/pin/15058979979241840/,Black and White Glitter with Shimmer,Glitter,Glitter 70,Glitter,70,1,,,
Digital Nails,Dark Matter,http://www.pinterest.com/pin/15058979979241844/,Purple Holo Glitter,Glitter,Glitter 72,Glitter,72,1,,,
Digital Nails,Pale Blue Dots,,Blue with Holo and Glitter,Glitter,Blue 155,Blue,155,3,,,
Digital Nails,Stormborn,,Lavender Shimmer,Shimmer,Purple 230,Purple,230,2,,,
Digital Nails,Tidal Twilight,,Blurple Holo,Holo,Purple 249,Purple,249,2,,,
Digital Nails,When Life Gives You Lemons,,Purple and Gold Glitter,Glitter,Glitter 69,Glitter,69,1,,,
Digital Nails,"Yes, Master",,Teal/Blue Top Coat,Topper,Blue 116,Blue,116,3,,,Layer over dark colors
Dollish Polish,True Believer,,Bright Blue Holo,Holo,Blue 249,Blue,249,2,,,
Dollish Polish,What The Frell?,,Purple Jelly with Shimmer,Shimmer,Purple 361,Purple,361,2,,,
Dreamland Lacquer/Smitten,A Wedding Dress That Isn't Bright Turquoise,,Teal Jelly with Red Shifting Shimmer,Shimmer,Teal 9,Teal,9,3,Y,,Use as a topper
Dreamland Lacquer/Smitten,Aurora Four-ealis,,Light Blue Multichrome Holo,Holo,Blue 102,Blue,102,3,,,
Dreamland Lacquer/Smitten,Bengal Tiger,,Orange Holo,Holo,Orange 4,Orange,4,2,,,
Dreamland Lacquer/Smitten,Burnt Jam in Vermont,,Dark Red to Red Thermal with Flakies,Thermal,Red 48,Red,48,2,,,
Dreamland Lacquer/Smitten,Coral of the Story II,,Bright Pink Coral Leaning Holo,Holo,Pink 72,Pink,72,2,,,
Dreamland Lacquer/Smitten,Dancing In The Sky,,Light Purple Topper,Glitter,Glitter 77,Glitter,77,1,,,
Dreamland Lacquer/Smitten,Dragonberry II,,Bright Berry Purple Holo ,Holo,Purple 212,Purple,212,2,,,
Dreamland Lacquer/Smitten,Every Star that Was,,Blue Texture,Texture,Blue 56,Blue,56,2,,,
Dreamland Lacquer/Smitten,Figgy Pudding,,Plum Crelly with Copper Flakies,Flakie,Purple 116,Purple,116,2,,,
Dreamland Lacquer/Smitten,Ice Pop Paradise,,Dark Blue with Teal Flakies,Flakie,Blue 55,Blue,55,2,,,
Dreamland Lacquer/Smitten,Klaatu Barada Nikito,,Puple Holo with Microglitter,Holo,Purple 57,Purple,57,2,,,
Dreamland Lacquer/Smitten,"Out, Damned Clot!",,Red Holo  ,Holo,Red 35,Red,35,2,,,
Dreamland Lacquer/Smitten,Shoe Polish,,White Holo with Pink Shimmer and Flakies,Holo,White 3,White,3,3,,,
Dreamland Lacquer/Smitten,The Illusionist,,Light Blue Holo with Pink Flash,Holo,Blue 198,Blue,198,2,,,
Dreamland Lacquer/Smitten,You Saucy Minx,,Dark Blue with Copper Shimmer,Jelly,Blue 54,Blue,54,3,,,
Dreamland Lacquer/Smitten,You Sexy Thing,,Wine Red Holo,Holo,Red 50,Red,50,2,,,
Elevation Polish,Hidden Falls,,Gold Flake Topper,Topper,Glitter 1,Glitter,1,1,,,
Elevation Polish,Mount Agepsta,,Blue with Blue and Purple Shimmer,Shimmer,Blue 35,Blue,35,2,,,
Elevation Polish,Pic de Sottlo,,Bright Blue Creme,Creme,Blue 41,Blue,41,2,,,
Ellagee,Twelve Harpies Harping,,Grey Holo Shimmer,Holo,Grey 63,Grey,63,2,,,
Emerald and Ash,Aurora Lit Sky,,Blue with Teal Flakies,Flakies,Blue 31,Blue,31,2,,,
Emerald and Ash,Deconstructed Daisy Holo,http://www.pinterest.com/pin/15058979979241720/,Green and White and Holo Glitter,Glitter,Glitter 90,Glitter,90,1,,,
Emerald and Ash,Holo T'aillure,http://www.pinterest.com/pin/15058979979241744/,Purple with Holo added,Shimmer,Purple 95,Purple,95,3,,,"Look Mom, more sparkles!"
Emerald and Ash,Period Poops,,Chocolate Brown with Red Sparkle,Holo,Brown 1,Brown,1,2,Yes,,
